Table,Indicator,Period,Year,Quarter,Value
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas bancárias com titular homem (por 100 adultos),2022Q2,2022,Q2,42.348402845675594
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas bancárias com titular homem (por 100 adultos),2022Q3,2022,Q3,41.98285250366633
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas bancárias com titular homem (por 100 adultos),2022,2022,,41.61483123510487
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas bancárias com titular homem (por 100 adultos),2023Q1,2023,Q1,40.5537831131653
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas bancárias com titular homem (por 100 adultos),2023Q2,2023,Q2,40.91804476714718
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas bancárias com titular homem (por 100 adultos),2023Q3,2023,Q3,41.4931576279777
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas bancárias com titular homem (por 100 adultos),2023Q4,2023,Q4,41.94531995898113
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas bancárias com titular homem (por 100 adultos),2024Q1,2024,Q1,40.654751920856185
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas bancárias com titular homem (por 100 adultos),2024Q2,2024,Q2,41.543923299074656
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas bancárias com titular homem (por 100 adultos),2024Q3,2024,Q3,43.55478223029065
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas bancárias com titular homem (por 100 adultos),2024Q4,2024,Q4,44.121190496442225
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas bancárias com titular homem (por 100 adultos),2025Q1,2025,Q1,43.0656019060828
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas bancárias com titular homem (por 100 adultos),2025Q2,2025,Q2,43.54995666103767
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas bancárias com titular homem (por 100 adultos),2025Q3,2025,Q3,44.11124053594573
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2020Q1,2020,Q1,56.13779755582547
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2020Q2,2020,Q2,58.708992172904196
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2020Q3,2020,Q3,61.288453868672065
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2020,2020,,65.56653394555711
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2021Q1,2021,Q1,64.67742470979012
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2021Q2,2021,Q2,70.35372352874857
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2021Q3,2021,Q3,77.80779071405787
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2021,2021,,67.24778932441363
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2022Q1,2022,Q1,67.91291392308324
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2022Q2,2022,Q2,59.7042847611083
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2022Q3,2022,Q3,57.36992666957498
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2022,2022,,68.50598360768451
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2023Q1,2023,Q1,74.5800801751639
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2023Q2,2023,Q2,82.83287527726296
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2023Q3,2023,Q3,89.46006991973739
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2023Q4,2023,Q4,93.16469452600072
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2024Q1,2024,Q1,90.9660943073126
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2024Q2,2024,Q2,94.48809314571005
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2024Q3,2024,Q3,99.19005196383833
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2024Q4,2024,Q4,109.34669693626793
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2025Q1,2025,Q1,109.75732487003742
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2025Q2,2025,Q2,118.68541439562432
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME (por 100 adultos),2025Q3,2025,Q3,123.83455055178906
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2020Q1,2020,Q1,41.40172279834985
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2020Q2,2020,Q2,43.29798327581235
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2020Q3,2020,Q3,45.20034073810757
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2020,2020,,48.35543219455815
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2021Q1,2021,Q1,47.73388151543284
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2021Q2,2021,Q2,51.923160486977004
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2021Q3,2021,Q3,57.42448589422953
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2021,2021,,50.114981491489175
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2022Q1,2022,Q1,51.1563665588931
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2022Q2,2022,Q2,45.756641897115024
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2022Q3,2022,Q3,44.71037678947419
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2022,2022,,53.906991329467616
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2023Q1,2023,Q1,62.800931909197686
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2023Q2,2023,Q2,70.70938287018419
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2023Q3,2023,Q3,77.23067359584208
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2023Q4,2023,Q4,80.85850735974344
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2024Q1,2024,Q1,79.97924421783324
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2024Q2,2024,Q2,81.79459570208323
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2024Q3,2024,Q3,83.96672515281118
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2024Q4,2024,Q4,92.43239566205771
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2025Q1,2025,Q1,95.40059622860568
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2025Q2,2025,Q2,103.01065716581353
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular mulher (por 100 adultos),2025Q3,2025,Q3,107.38577109546934
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2020Q1,2020,Q1,72.18076155600286
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2020Q2,2020,Q2,75.48674778363994
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2020Q3,2020,Q3,78.80336364160823
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2020,2020,,84.3040261433754
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2021Q1,2021,Q1,83.09433156628555
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2021Q2,2021,Q2,90.38695736652795
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2021Q3,2021,Q3,99.96357135498972
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2021,2021,,85.87973289632306
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2022Q1,2022,Q1,86.54623099211372
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2022Q2,2022,Q2,75.22110823444594
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2022Q3,2022,Q3,71.45831765188359
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2022,2022,,84.75926423784763
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2023Q1,2023,Q1,87.66896444028065
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2023Q2,2023,Q2,96.31226204929337
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2023Q3,2023,Q3,103.0731031718903
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2023Q4,2023,Q4,105.65699737149188
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2024Q1,2024,Q1,103.14698008900693
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2024Q2,2024,Q2,105.84380432120106
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2024Q3,2024,Q3,112.41386539090719
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2024Q4,2024,Q4,123.63763384726896
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2025Q1,2025,Q1,125.67896978220668
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2025Q2,2025,Q2,136.07029293024559
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Contas IME com titular homem (por 100 adultos),2025Q3,2025,Q3,142.08755936540643
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2020Q1,2020,Q1,19.198343088397067
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2020Q2,2020,Q2,20.22887582859913
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2020Q3,2020,Q3,19.207697945394916
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2020,2020,,19.33110382970204
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2021Q1,2021,Q1,19.280519742273416
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2021Q2,2021,Q2,19.1102107165051
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2021Q3,2021,Q3,19.415504632436004
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2021,2021,,19.403074900893568
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2022Q1,2022,Q1,18.879991238969854
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2022Q2,2022,Q2,18.81101421449562
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2022Q3,2022,Q3,17.868129029381514
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2022,2022,,17.521451251313895
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2023Q1,2023,Q1,19.365373410653408
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2023Q2,2023,Q2,18.439389509022167
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2023Q3,2023,Q3,21.110919823030915
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2023Q4,2023,Q4,18.32796296978294
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2024Q1,2024,Q1,18.447649638749315
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2024Q2,2024,Q2,18.980635961339573
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2024Q3,2024,Q3,17.03080922765419
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2024Q4,2024,Q4,16.858249379754334
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2025Q1,2025,Q1,17.082107637467022
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2025Q2,2025,Q2,17.49168998600065
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários (por 100 adultos),2025Q3,2025,Q3,18.061215510924498
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários com titular mulher (por 100 adultos),2020Q1,2020,Q1,12.65526409414168
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários com titular mulher (por 100 adultos),2020Q2,2020,Q2,13.171474390761666
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários com titular mulher (por 100 adultos),2020Q3,2020,Q3,12.434312833093685
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários com titular mulher (por 100 adultos),2020,2020,,12.350075953070874
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários com titular mulher (por 100 adultos),2021Q1,2021,Q1,21.73512262643667
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários com titular mulher (por 100 adultos),2021Q2,2021,Q2,20.97845817761091
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários com titular mulher (por 100 adultos),2021Q3,2021,Q3,12.171064593661928
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Cartões bancários com titular mulher (por 100 adultos),2021,2021,,12.088193038678174
